,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
405,BBC News (World),US places new restrictions on Chinese journalists https://t.co/OoYQ5CKqog,Mon Mar 02 21:55:04 +0000 2020,0.0,0.0,1.0,0.0
406,BBC News (World),Libya conflict: 'Stressed' Ghassan Salame resigns as UN envoy https://t.co/zUcnYdz6Hc,Mon Mar 02 20:24:51 +0000 2020,-0.5574,0.0,0.635,0.365
407,BBC News (World),"Israeli PM Benjamin Netanyahu has narrow lead over rival Benny Gantz, election exit polls suggest 

https://t.co/Q0bIyWPzpb",Mon Mar 02 20:24:08 +0000 2020,0.0,0.0,1.0,0.0
408,BBC News (World),Coronavirus: Four more deaths in Washington state https://t.co/mlxgc3h0v7,Mon Mar 02 20:02:16 +0000 2020,0.0,0.0,1.0,0.0
409,BBC News (World),Iraq power vacuum as political crisis hits PM post https://t.co/AY7MkmbxcX,Mon Mar 02 19:23:22 +0000 2020,-0.6249,0.0,0.687,0.313
410,BBC News (World),RT @BBCBreaking: Amy Klobuchar drops out of race to be Democratic presidential challenger to Donald Trump and endorses Joe Biden https://t.…,Mon Mar 02 18:41:30 +0000 2020,0.4404,0.17,0.83,0.0
411,BBC News (World),"Deaths from coronavirus have now passed 3,000 globally https://t.co/nhTQ5BLnYP",Mon Mar 02 17:32:05 +0000 2020,0.0,0.0,1.0,0.0
412,BBC News (World),RT @bbcworldservice: What's the latest on the #coronavirus worldwide? Here's a 60 second update ⏰ https://t.co/83cyb8bKHf,Mon Mar 02 17:18:02 +0000 2020,-0.34,0.0,0.862,0.138
413,BBC News (World),Jefferson's hometown snubs founding father to honour slaves https://t.co/yGIFFcLlSX,Mon Mar 02 16:54:51 +0000 2020,0.1531,0.268,0.507,0.225
414,BBC News (World),Afghan conflict: Taliban to resume attacking local forces after deal with US https://t.co/34GqvfvahZ,Mon Mar 02 16:42:47 +0000 2020,-0.6486,0.0,0.675,0.325
415,BBC News (World),Fears of US coronavirus outbreak rise after second death https://t.co/e0N7WJfHI8,Mon Mar 02 15:10:02 +0000 2020,-0.7717,0.0,0.544,0.456
416,BBC News (World),"Global growth ""could halve"" in event of ""intensive"" coronavirus outbreak https://t.co/Y78caWxXPW",Mon Mar 02 14:52:38 +0000 2020,0.3818,0.206,0.794,0.0
417,BBC News (World),"""It seems to start with a fever, followed by a dry cough""

What is coronavirus and what are the symptoms?… https://t.co/4qAPbCWqH3",Mon Mar 02 13:58:06 +0000 2020,0.0,0.0,1.0,0.0
418,BBC News (World),"""Either we bring these people to a dignified life in their own land, or everyone will get their share of this burde… https://t.co/WVR9RRrtls",Mon Mar 02 13:07:35 +0000 2020,0.6597,0.213,0.787,0.0
419,BBC News (World),"Cameroonian filmmaker: 'Why I made a film for £5,000' https://t.co/mYfgbZQi6S",Mon Mar 02 12:32:08 +0000 2020,0.0,0.0,1.0,0.0
420,CBS News,Lawmakers push for declassification of intelligence on Khashoggi murder https://t.co/tdKVecgdxm https://t.co/MFr6ic8dC5,Wed Mar 04 01:19:32 +0000 2020,-0.3818,0.185,0.536,0.28
421,CBS News,".@NancyCordes says she asked a top aide on Bernie Sanders' campaign if he thinks they'll win Texas tonight, and he… https://t.co/3toiHEHrsV",Wed Mar 04 01:18:28 +0000 2020,0.6808,0.237,0.763,0.0
422,CBS News,Nearly four in 10 Alabama Dem voters decided in the last few days and they went overwhelmingly for Biden – he won s… https://t.co/GuL94q2OL9,Wed Mar 04 01:15:03 +0000 2020,0.4939,0.141,0.802,0.057
423,CBS News,"In Alabama, Biden is carrying black Democratic primary voters. #SuperTuesday 
https://t.co/dejxP1aVYS https://t.co/k8pfQgeyQc",Wed Mar 04 01:13:14 +0000 2020,0.0,0.0,1.0,0.0
424,CBS News,"In Alabama, 57 percent of Democratic voters see Biden as the candidate who best understands the concerns of racial… https://t.co/bKfCqiOxeP",Wed Mar 04 01:10:02 +0000 2020,0.6369,0.181,0.819,0.0
425,CBS News,CBS NEWS SPECIAL REPORT: @NorahODonnell anchors as the results come in for Super Tuesday. Joe Biden is now leading… https://t.co/3lpSnoTWAi,Wed Mar 04 01:07:27 +0000 2020,0.8091,0.289,0.711,0.0
426,CBS News,"The current CBS News delegate estimate has Biden in the lead, and Bloomberg and Gabbard are on the board for the fi… https://t.co/20LCIsyF4e",Wed Mar 04 01:04:33 +0000 2020,0.0,0.0,1.0,0.0
427,CBS News,CBS News estimates Oklahoma is a toss-up between Biden and Sanders https://t.co/dejxP1aVYS https://t.co/OAYYmlKZLU,Wed Mar 04 01:01:23 +0000 2020,0.0,0.0,1.0,0.0
428,CBS News,CBS News estimates Maine is a toss-up between Sanders and Biden https://t.co/dejxP1aVYS https://t.co/Zxhg46yr0I,Wed Mar 04 01:01:19 +0000 2020,0.0,0.0,1.0,0.0
429,CBS News,"JUST LIKE A JEDI: This 11-year-old ""Star Wars"" fan was born with a shortened arm and missing fingers. Now, she's go… https://t.co/odXvVJxLI0",Wed Mar 04 01:00:26 +0000 2020,-0.0688,0.202,0.585,0.212
430,CBS News,"CBS News projects Joe Biden wins Alabama primary 
https://t.co/dejxP1swQq https://t.co/Xf4ZqDiOF7",Wed Mar 04 01:00:17 +0000 2020,0.5719,0.291,0.709,0.0
431,CBS News,"American Samoa has reported its delegates, putting Mike Bloomberg and Tulsi Gabbard on the board for the first time… https://t.co/2UlSG4WKoh",Wed Mar 04 00:51:58 +0000 2020,0.0,0.0,1.0,0.0
432,CBS News,"RT @CBSNewsRadio: .@CBSNews political analyst Leonard Steinhorn on Sen. @ewarren's 2020 presidential campaign👇

Warren has been leading in…",Wed Mar 04 00:47:51 +0000 2020,0.0,0.0,1.0,0.0
433,CBS News,Warren indicates that she is not dropping out Tuesday night https://t.co/ANJSIpSJhm https://t.co/lnTkCuIkcA,Wed Mar 04 00:41:19 +0000 2020,0.0,0.0,1.0,0.0
434,CBS News,CBS News projects Biden will win North Carolina https://t.co/KZKedAGnQb https://t.co/dVxR1IZnVr,Wed Mar 04 00:40:20 +0000 2020,0.5859,0.297,0.703,0.0
435,CBS News,"In North Carolina, those looking for someone to unite the country went big for Biden – roughly six in 10 of that gr… https://t.co/OuFkYcJ6hA",Wed Mar 04 00:40:01 +0000 2020,0.0,0.0,1.0,0.0
436,CBS News,Can't get your hands on hand sanitizer? Make your own https://t.co/yohFIfWQLQ https://t.co/eTdqDQnVQ7,Wed Mar 04 00:39:50 +0000 2020,0.4939,0.225,0.775,0.0
437,CBS News,"In North Carolina, Biden excelled with black voters – getting over 60% of their vote. https://t.co/dejxP1swQq https://t.co/XS4bK6isKS",Wed Mar 04 00:37:42 +0000 2020,0.4939,0.176,0.824,0.0
438,CBS News,"RT @tperry518: When asked if @MikeBloomberg will drop out tonight, Bloomberg Campaign Manager Kevin Sheekey says, ""absolutely not.""",Wed Mar 04 00:36:26 +0000 2020,-0.2732,0.0,0.89,0.11
439,CBS News,"RT @ThisAlexTin: @ericgarcetti also insisted that he would not be @JoeBiden's veep:

""I'm not looking to be vice president. I'm pushing ano…",Wed Mar 04 00:36:07 +0000 2020,0.0,0.0,1.0,0.0
440,The New York Times,A person who died last week in a Seattle hospital had the coronavirus. It's the earliest known fatality from the in… https://t.co/2WzN4QnLII,Tue Mar 03 18:53:12 +0000 2020,-0.8442,0.0,0.69,0.31
441,The New York Times,"The U.S government is stepping up efforts to raise awareness about foreign election interference, but observed no s… https://t.co/OpXZtWMbCr",Tue Mar 03 18:50:05 +0000 2020,-0.4215,0.0,0.865,0.135
442,The New York Times,Iran’s leaders confidently predicted 2 weeks ago that the coronavirus ravaging China would not be a problem in thei… https://t.co/WvVZlBGRNy,Tue Mar 03 18:40:03 +0000 2020,0.6551,0.251,0.749,0.0
443,The New York Times,"There was only a trace of snow in Central Park last month, only the sixth time the park had no measurable snow in F… https://t.co/FQ06ijm8Hw",Tue Mar 03 18:20:03 +0000 2020,-0.296,0.0,0.913,0.087
444,The New York Times,"Economists say a coronavirus pandemic could clearly cause a recession in the U.S. But for that to happen, the effec… https://t.co/Zsnv6EB5fR",Tue Mar 03 18:00:10 +0000 2020,-0.0129,0.089,0.819,0.092
445,The New York Times,"Humans aren’t the only animals on Earth that vote. Here’s what we can learn from meerkats, bees and baboons about f… https://t.co/wHpow7wveI",Tue Mar 03 17:40:02 +0000 2020,0.0,0.0,1.0,0.0
446,The New York Times,Mike Bloomberg said he intends to stay in the Democratic race for president until November — even if his only way t… https://t.co/xUvmvmoxCS,Tue Mar 03 17:30:10 +0000 2020,0.0,0.0,1.0,0.0
447,The New York Times,RT @scottdodd: The trial of Robert Durst is set to start this week. Remind yourself of all the details of his life story (missing first wif…,Tue Mar 03 17:28:45 +0000 2020,0.0,0.0,1.0,0.0
448,The New York Times,The FDA pledged to ramp up efforts and produce a million coronavirus tests by the end of this week. Public and priv… https://t.co/fSnJu8E2Pt,Tue Mar 03 17:20:04 +0000 2020,0.0,0.0,1.0,0.0
449,The New York Times,"In Opinion

Binyamin Appelbaum writes, “The most important work the government can do to limit economic damage is t… https://t.co/0derNWvPin",Tue Mar 03 17:00:04 +0000 2020,-0.2748,0.09,0.773,0.137
450,The New York Times,Misconceptions about what can protect you and your family from the coronavirus are spreading fast. @NYTParenting sp… https://t.co/zSp58XHlaR,Tue Mar 03 16:40:04 +0000 2020,0.3818,0.133,0.867,0.0
451,The New York Times,"Our reporter, @heathertal, has more on what you need to know about how the coronavirus is transmitted. Read her rep… https://t.co/b744Ap1B9l",Tue Mar 03 16:29:49 +0000 2020,0.0,0.0,1.0,0.0
452,The New York Times,"At least 19 people were killed in Tennessee early Tuesday after powerful tornadoes ripped through the state, offici… https://t.co/BpsnMDelZc",Tue Mar 03 16:10:01 +0000 2020,-0.4019,0.115,0.7,0.185
453,The New York Times,"The ""Leaning Tower of Dallas,"" an 11-story office building that refused to be demolished for 2 weeks, turning it in… https://t.co/rdyP9J950k",Tue Mar 03 16:00:23 +0000 2020,-0.296,0.0,0.896,0.104
454,The New York Times,"RT @melbournecoal: NEW: On Sunday night, Faiz Shakir, the campaign manager for Senator Bernie Sanders, received a call from his onetime bos…",Tue Mar 03 15:55:12 +0000 2020,0.0,0.0,1.0,0.0
455,The New York Times,"“It’s becoming clear that in order for us to win this nomination, that road clearly flows through Joe Biden,” Berni… https://t.co/wTbNLH466u",Tue Mar 03 15:50:06 +0000 2020,0.8442,0.336,0.664,0.0
456,The New York Times,"With California poised to allocate hundreds of delegates on Super Tuesday, many tech leaders in Silicon Valley have… https://t.co/Au2SkvxyKK",Tue Mar 03 15:40:03 +0000 2020,0.7096,0.258,0.742,0.0
457,The New York Times,"RT @amyyqin: So much suffering, even beyond the coronavirus: as China wages an all-out war against the epidemic, many w/serious illnesses a…",Tue Mar 03 15:34:05 +0000 2020,-0.888,0.0,0.645,0.355
458,The New York Times,A series of high-profile Republican retirements and a growing base of Democratic voters have made the Texas congres… https://t.co/wn3I246NQR,Tue Mar 03 15:20:05 +0000 2020,0.1779,0.096,0.904,0.0
459,The New York Times,"RT @nytimesarts: Yvonne Farrell and Shelley McNamara are the first two women to share the Pritzker Prize, architecture's highest honor http…",Tue Mar 03 15:14:52 +0000 2020,0.8271,0.326,0.674,0.0
